ID,SMILES,Activities,Core,Core_MolSHAP,R1,R1_MolSHAP,R2,R2_MolSHAP,R3,R3_MolSHAP,R4,R4_MolSHAP,R5,R5_MolSHAP
0,CCN1C(=O)C(NC(=O)c2ccccc2)C(c2ccc(F)cc2F)c2c(CN3CCCCC3)nn(-c3cccc(C)c3)c21,7.1648712158203125,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,CC[*:1],0.15043917362045195,Cc1cccc([*:2])c1,-0.35127149518330875,C1CCN(C[*:3])CC1,0.5284783751876266,Fc1ccc([*:4])c(F)c1,0.7599406083424884,O=C(c1ccccc1)[*:5],1.6844608058100163
1,C=CS(=O)(=O)NCc1nn(CCC)c2c1C(c1ccc(F)cc1F)C(NC(=O)c1cccc(C(F)(F)F)c1)C(=O)N2CCO,7.786376953125,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,OCC[*:1],0.6396529381091778,CCC[*:2],0.0,C=CS(=O)(=O)NC[*:3],0.5295878422113109,Fc1ccc([*:4])c(F)c1,0.7599406083424884,O=C(c1cccc(C(F)(F)F)c1)[*:5],1.8855750825670032
2,CN1C(=O)C(NC(=O)c2cccc(C(F)(F)F)c2)C(c2ccc(F)cc2F)c2c(CN3CCCCC3)nn(-c3ccccc3)c21,7.8300628662109375,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,C[*:1],0.1757170738318027,c1ccc([*:2])cc1,0.019977828343709394,C1CCN(C[*:3])CC1,0.5284783751876266,Fc1ccc([*:4])c(F)c1,0.7599406083424884,O=C(c1cccc(C(F)(F)F)c1)[*:5],1.8855750825670032
3,CCN1C(=O)C(NC(=O)c2cccc(C(F)(F)F)c2)C(c2ccc(F)c([N+](=O)[O-])c2)c2c(Cn3nnc(N)n3)nn(-c3ccccc3C)c21,6.450103759765625,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,CC[*:1],0.15043917362045195,Cc1ccccc1[*:2],-0.2335118083953857,Nc1nnn(C[*:3])n1,0.4665671690010727,O=[N+]([O-])c1cc([*:4])ccc1F,0.5691048526763915,O=C(c1cccc(C(F)(F)F)c1)[*:5],1.8855750825670032
4,CCN1C(=O)C(NC(=O)c2cccc(Br)c2)C(c2ccc(F)cc2)c2c(Cn3nnnc3N)nn(-c3ccccc3)c21,6.806854248046875,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,CC[*:1],0.15043917362045195,c1ccc([*:2])cc1,0.019977828343709394,Nc1nnnn1C[*:3],0.43053847889841323,Fc1ccc([*:4])cc1,0.3996398401260376,O=C(c1cccc(Br)c1)[*:5],1.8003257226252902
5,CCCn1nc(CNCCCNC(=O)OC(C)(C)C)c2c1N(CC)C(=O)C(NC(=O)c1cccc(C3CC3)c1)C2c1ccc(F)cc1,6.6455535888671875,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,CC[*:1],0.15043917362045195,CCC[*:2],0.0,CC(C)(C)OC(=O)NCCCNC[*:3],0.3854152655895842,Fc1ccc([*:4])cc1,0.3996398401260376,O=C(c1cccc(C2CC2)c1)[*:5],1.6880081176757815
6,C=CS(=O)(=O)NCc1nn(CCC)c2c1C(c1ccc(Br)cc1)C(NC(=O)c1cccc(C(F)(F)F)c1)C(=O)N2CCO,6.81744384765625,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,OCC[*:1],0.6396529381091778,CCC[*:2],0.0,C=CS(=O)(=O)NC[*:3],0.5295878422113109,Brc1ccc([*:4])cc1,0.004507551193237447,O=C(c1cccc(C(F)(F)F)c1)[*:5],1.8855750825670032
7,O=C(NC1C(=O)N(CCF)c2c(c(CN3CCCCC3)nn2-c2ccccc2)C1c1ccc(F)cc1Br)c1cccc(Br)c1,7.0260009765625,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,FCC[*:1],0.18428222128430244,c1ccc([*:2])cc1,0.019977828343709394,C1CCN(C[*:3])CC1,0.5284783751876266,Fc1ccc([*:4])c(Br)c1,0.8025055789947508,O=C(c1cccc(Br)c1)[*:5],1.8003257226252902
8,CCN1C(=O)C(NC(=O)c2cccc(C(F)(F)F)c2)C(c2ccc(F)c([N+](=O)[O-])c2)c2c(CN3CCNCC3)nn(-c3ccccc3)c21,7.1629180908203125,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,CC[*:1],0.15043917362045195,c1ccc([*:2])cc1,0.019977828343709394,C1CN(C[*:3])CCN1,0.43832600675983185,O=[N+]([O-])c1cc([*:4])ccc1F,0.5691048526763915,O=C(c1cccc(C(F)(F)F)c1)[*:5],1.8855750825670032
9,CCCn1nc(CN2CCC(C)CC2)c2c1N(CCO)C(=O)C(NC(=O)c1ccccc1)C2c1ccc(F)cc1F,7.91693115234375,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,OCC[*:1],0.6396529381091778,CCC[*:2],0.0,CC1CCN(C[*:3])CC1,0.6098970884158287,Fc1ccc([*:4])c(F)c1,0.7599406083424884,O=C(c1ccccc1)[*:5],1.6844608058100163
10,CCCn1nc(CNCC(F)(F)F)c2c1N(CCO)C(=O)C(NC(=O)c1cccc(C3CC3)c1)C2c1ccc(F)cc1F,7.4568328857421875,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,OCC[*:1],0.6396529381091778,CCC[*:2],0.0,FC(F)(F)CNC[*:3],0.5656923458899981,Fc1ccc([*:4])c(F)c1,0.7599406083424884,O=C(c1cccc(C2CC2)c1)[*:5],1.6880081176757815
11,CCN1C(=O)C(NC(=O)c2cccc(C(F)(F)F)c2)C(c2ccc(F)cc2Br)c2c(COC(C)=O)nn(-c3ccccc3)c21,7.02874755859375,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,CC[*:1],0.15043917362045195,c1ccc([*:2])cc1,0.019977828343709394,CC(=O)OC[*:3],0.5211430113992572,Fc1ccc([*:4])c(Br)c1,0.8025055789947508,O=C(c1cccc(C(F)(F)F)c1)[*:5],1.8855750825670032
12,CCN1C(=O)C(NC(=O)c2cccc(C(C)C)c2)C(c2ccc(F)cc2F)c2c(CNC(C)=O)nn(-c3ccccc3)c21,7.291656494140625,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,CC[*:1],0.15043917362045195,c1ccc([*:2])cc1,0.019977828343709394,CC(=O)NC[*:3],0.6043846318751201,Fc1ccc([*:4])c(F)c1,0.7599406083424884,CC(C)c1cccc(C(=O)[*:5])c1,1.5884675647901454
13,CCN1C(=O)C(NC(=O)c2cccc(OC)c2)C(c2ccc(F)cc2F)c2c(CNCCCNC(=O)OC(C)(C)C)nn(-c3ccccc3)c21,7.2899932861328125,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,CC[*:1],0.15043917362045195,c1ccc([*:2])cc1,0.019977828343709394,CC(C)(C)OC(=O)NCCCNC[*:3],0.3854152655895842,Fc1ccc([*:4])c(F)c1,0.7599406083424884,COc1cccc(C(=O)[*:5])c1,1.494316836370938
14,CCn1c(=O)c(NC(=O)c2cccc(C(F)(F)F)c2)c(-c2ccc(F)cc2)c2c(CN3CCC(F)CC3)nn(-c3ccccc3)c21,6.423797607421875,O=c1c(N[*:5])c([*:4])c2c([*:3])nn([*:2])c2n1[*:1],-0.7441210013071702,CC[*:1],0.15043917362045195,c1ccc([*:2])cc1,0.019977828343709394,FC1CCN(C[*:3])CC1,0.6148824644677432,Fc1ccc([*:4])cc1,0.3996398401260376,O=C(c1cccc(C(F)(F)F)c1)[*:5],1.8855750825670032
15,C=CC(=O)NCc1nn(-c2ccccc2)c2c1C(c1ccc(F)c([N+](=O)[O-])c1)C(NC(=O)c1cccc(C)c1)C(=O)N2C,7.329345703125,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,C[*:1],0.1757170738318027,c1ccc([*:2])cc1,0.019977828343709394,C=CC(=O)NC[*:3],0.5052568247288832,O=[N+]([O-])c1cc([*:4])ccc1F,0.5691048526763915,Cc1cccc(C(=O)[*:5])c1,1.6879811631308665
16,CCN1C(=O)C(NC(=O)c2cccc(C3CC3)c2)C(c2ccc(F)cc2Br)c2c(CN3CCNCC3)nn(-c3ccccc3)c21,7.351104736328125,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,CC[*:1],0.15043917362045195,c1ccc([*:2])cc1,0.019977828343709394,C1CN(C[*:3])CCN1,0.43832600675983185,Fc1ccc([*:4])c(Br)c1,0.8025055789947508,O=C(c1cccc(C2CC2)c1)[*:5],1.6880081176757815
17,CCN1C(=O)C(NC(=O)c2cccc(C(F)(F)F)c2)C(c2ccc(F)cc2Br)c2c(C3CCNCC3)nn(-c3ccccc3)c21,7.52386474609375,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,CC[*:1],0.15043917362045195,c1ccc([*:2])cc1,0.019977828343709394,C1CC([*:3])CCN1,0.5919129195036711,Fc1ccc([*:4])c(Br)c1,0.8025055789947508,O=C(c1cccc(C(F)(F)F)c1)[*:5],1.8855750825670032
18,CCN1C(=O)C(NC(=O)c2cccc(C)c2)C(c2ccc(F)cc2F)c2c(C3CCNCC3)nn(-c3ccccc3)c21,7.4366607666015625,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,CC[*:1],0.15043917362045195,c1ccc([*:2])cc1,0.019977828343709394,C1CC([*:3])CCN1,0.5919129195036711,Fc1ccc([*:4])c(F)c1,0.7599406083424884,Cc1cccc(C(=O)[*:5])c1,1.6879811631308665
19,CCN1C(=O)C(NC(=O)c2ccc3ncsc3c2)C(c2ccc(F)cc2)c2c(CN(C)C)nn(-c3ccccc3)c21,6.6028900146484375,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,CC[*:1],0.15043917362045195,c1ccc([*:2])cc1,0.019977828343709394,CN(C)C[*:3],0.4559959882571374,Fc1ccc([*:4])cc1,0.3996398401260376,O=C(c1ccc2ncsc2c1)[*:5],1.0994766622349836
20,C=CS(=O)(=O)NCc1nn(-c2ccccc2)c2c1C(c1ccc(F)cc1)C(NC(=O)c1cccc(C)c1)C(=O)N2COC,6.5682373046875,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,COC[*:1],0.14268383889828082,c1ccc([*:2])cc1,0.019977828343709394,C=CS(=O)(=O)NC[*:3],0.5295878422113109,Fc1ccc([*:4])cc1,0.3996398401260376,Cc1cccc(C(=O)[*:5])c1,1.6879811631308665
21,CCN1C(=O)C(NC(=O)c2cccc(C(F)(F)F)c2)C(c2ccc(F)cc2)c2c(CN3CCC(C)CC3)nn(-c3ccccc3)c21,7.0968170166015625,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,CC[*:1],0.15043917362045195,c1ccc([*:2])cc1,0.019977828343709394,CC1CCN(C[*:3])CC1,0.6098970884158287,Fc1ccc([*:4])cc1,0.3996398401260376,O=C(c1cccc(C(F)(F)F)c1)[*:5],1.8855750825670032
22,C=CS(=O)(=O)NCc1nn(-c2ccccc2)c2c1C(c1ccc(F)cc1F)C(NC(=O)c1cccc(Br)c1)C(=O)N2C1CCC1,7.6303863525390625,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,C1CC([*:1])C1,-0.09443451196719439,c1ccc([*:2])cc1,0.019977828343709394,C=CS(=O)(=O)NC[*:3],0.5295878422113109,Fc1ccc([*:4])c(F)c1,0.7599406083424884,O=C(c1cccc(Br)c1)[*:5],1.8003257226252902
23,CCN1C(=O)C(NC(=O)c2cccc(C)c2)C(c2ccc(F)c([N+](=O)[O-])c2)c2c(C)nn(-c3ccccc3)c21,6.8833770751953125,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,CC[*:1],0.15043917362045195,c1ccc([*:2])cc1,0.019977828343709394,C[*:3],0.1045958295280549,O=[N+]([O-])c1cc([*:4])ccc1F,0.5691048526763915,Cc1cccc(C(=O)[*:5])c1,1.6879811631308665
24,CNCc1nn(-c2ccccc2)c2c1C(c1ccc(F)cc1)C(NC(=O)c1cccc(C(F)(F)F)c1)C(=O)N2CCF,6.409271240234375,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,FCC[*:1],0.18428222128430244,c1ccc([*:2])cc1,0.019977828343709394,CNC[*:3],0.4373557785410939,Fc1ccc([*:4])cc1,0.3996398401260376,O=C(c1cccc(C(F)(F)F)c1)[*:5],1.8855750825670032
25,CCN1C(=O)C(NC(=O)c2cccc(C(F)(F)F)c2)C(c2ccc(F)c(OC)c2)c2c(CNCCCNC(=O)OC(C)(C)C)nn(-c3ccccc3)c21,6.6465911865234375,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,CC[*:1],0.15043917362045195,c1ccc([*:2])cc1,0.019977828343709394,CC(C)(C)OC(=O)NCCCNC[*:3],0.3854152655895842,COc1cc([*:4])ccc1F,0.05469691276550297,O=C(c1cccc(C(F)(F)F)c1)[*:5],1.8855750825670032
26,CCN1C(=O)C(NC(=O)c2cccc(C(C)C)c2)C(c2ccc(F)cc2)c2c(CNC(=O)CC(C)C)nn(-c3ccccc3)c21,6.933135986328125,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,CC[*:1],0.15043917362045195,c1ccc([*:2])cc1,0.019977828343709394,CC(C)CC(=O)NC[*:3],0.40825153162449945,Fc1ccc([*:4])cc1,0.3996398401260376,CC(C)c1cccc(C(=O)[*:5])c1,1.5884675647901454
27,Cc1cccc(C(=O)NC2C(=O)N(C3CC3)c3c(c(CNCCCNC(=O)OC(C)(C)C)nn3-c3ccccc3)C2c2ccc(F)cc2)c1,7.0053558349609375,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,C1CC1[*:1],0.23394702455532615,c1ccc([*:2])cc1,0.019977828343709394,CC(C)(C)OC(=O)NCCCNC[*:3],0.3854152655895842,Fc1ccc([*:4])cc1,0.3996398401260376,Cc1cccc(C(=O)[*:5])c1,1.6879811631308665
28,CN1CCN(Cc2nn(-c3ccccc3)c3c2C(c2ccc(F)cc2F)C(NC(=O)c2cccc(C(F)(F)F)c2)C(=O)N3CCO)CC1,7.593170166015625,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,OCC[*:1],0.6396529381091778,c1ccc([*:2])cc1,0.019977828343709394,CN1CCN(C[*:3])CC1,0.5518424658127772,Fc1ccc([*:4])c(F)c1,0.7599406083424884,O=C(c1cccc(C(F)(F)F)c1)[*:5],1.8855750825670032
29,CC(C)c1cccc(C(=O)NC2C(=O)Nc3c(c(CN4CCCCC4)nn3-c3ccccc3)C2c2ccc(F)nc2)c1,6.432708740234375,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,[H][*:1],0.0,c1ccc([*:2])cc1,0.019977828343709394,C1CCN(C[*:3])CC1,0.5284783751876266,Fc1ccc([*:4])cn1,0.36720070203145344,CC(C)c1cccc(C(=O)[*:5])c1,1.5884675647901454
30,C=CCN1C(=O)C(NC(=O)c2cccc(C(F)(F)F)c2)C(c2ccc(F)cc2Br)c2c(CNC(=O)OC)nn(-c3ccccc3)c21,6.886199951171875,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,C=CC[*:1],-0.0007818665894324054,c1ccc([*:2])cc1,0.019977828343709394,COC(=O)NC[*:3],0.48751364813910564,Fc1ccc([*:4])c(Br)c1,0.8025055789947508,O=C(c1cccc(C(F)(F)F)c1)[*:5],1.8855750825670032
31,O=C(NC1C(=O)N(CCO)c2c(c(CN3CCNCC3)nn2-c2ccccc2)C1c1ccc(F)cc1Br)c1cccc(C(F)(F)F)c1,7.470428466796875,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,OCC[*:1],0.6396529381091778,c1ccc([*:2])cc1,0.019977828343709394,C1CN(C[*:3])CCN1,0.43832600675983185,Fc1ccc([*:4])c(Br)c1,0.8025055789947508,O=C(c1cccc(C(F)(F)F)c1)[*:5],1.8855750825670032
32,O=C(NC1C(=O)N(CCO)c2c(c(C3CCNCC3)nn2-c2ccccc2)C1c1ccc(F)cc1F)c1cccc(Br)c1,8.037368774414062,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,OCC[*:1],0.6396529381091778,c1ccc([*:2])cc1,0.019977828343709394,C1CC([*:3])CCN1,0.5919129195036711,Fc1ccc([*:4])c(F)c1,0.7599406083424884,O=C(c1cccc(Br)c1)[*:5],1.8003257226252902
33,CC(C)(C)OC(=O)NCCCNCc1nn(-c2ccccc2)c2c1C(c1ccc(F)c([N+](=O)[O-])c1)C(NC(=O)c1cccc(C(F)(F)F)c1)C(=O)N2CCO,7.169647216796875,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,OCC[*:1],0.6396529381091778,c1ccc([*:2])cc1,0.019977828343709394,CC(C)(C)OC(=O)NCCCNC[*:3],0.3854152655895842,O=[N+]([O-])c1cc([*:4])ccc1F,0.5691048526763915,O=C(c1cccc(C(F)(F)F)c1)[*:5],1.8855750825670032
34,C=CC(=O)NCc1nn(-c2ccccc2)c2c1C(c1ccc(F)cc1F)C(NC(=O)c1cccc(C(F)(F)F)c1)C(=O)N2COC,7.108978271484375,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,COC[*:1],0.14268383889828082,c1ccc([*:2])cc1,0.019977828343709394,C=CC(=O)NC[*:3],0.5052568247288832,Fc1ccc([*:4])c(F)c1,0.7599406083424884,O=C(c1cccc(C(F)(F)F)c1)[*:5],1.8855750825670032
35,CCn1c(=O)c(NC(=O)c2cccc(C(F)(F)F)c2)c(-c2ccc(F)cc2Br)c2c(Cn3nnc(N)n3)nn(-c3ccccc3)c21,6.58990478515625,O=c1c(N[*:5])c([*:4])c2c([*:3])nn([*:2])c2n1[*:1],-0.7441210013071702,CC[*:1],0.15043917362045195,c1ccc([*:2])cc1,0.019977828343709394,Nc1nnn(C[*:3])n1,0.4665671690010727,Fc1ccc([*:4])c(Br)c1,0.8025055789947508,O=C(c1cccc(C(F)(F)F)c1)[*:5],1.8855750825670032
36,CCCn1nc(CNCCCNC(=O)OC(C)(C)C)c2c1N(C)C(=O)C(NC(=O)c1cccc(C(F)(F)F)c1)C2c1ccc(F)cc1,6.890869140625,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,C[*:1],0.1757170738318027,CCC[*:2],0.0,CC(C)(C)OC(=O)NCCCNC[*:3],0.3854152655895842,Fc1ccc([*:4])cc1,0.3996398401260376,O=C(c1cccc(C(F)(F)F)c1)[*:5],1.8855750825670032
37,C=CC(=O)NCc1nn(CCC)c2c1C(c1ccc(F)cc1F)C(NC(=O)c1cccc(Oc3ccccc3)c1)C(=O)N2CCO,7.9969482421875,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,OCC[*:1],0.6396529381091778,CCC[*:2],0.0,C=CC(=O)NC[*:3],0.5052568247288832,Fc1ccc([*:4])c(F)c1,0.7599406083424884,O=C(c1cccc(Oc2ccccc2)c1)[*:5],1.8501650851705804
38,CC(=O)NCN1C(=O)C(NC(=O)c2cccc(C(F)(F)F)c2)C(c2ccc(F)cc2F)c2c(Cn3nnnc3N)nn(-c3ccccc3)c21,6.669891357421875,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,CC(=O)NC[*:1],-0.00015308572061409814,c1ccc([*:2])cc1,0.019977828343709394,Nc1nnnn1C[*:3],0.43053847889841323,Fc1ccc([*:4])c(F)c1,0.7599406083424884,O=C(c1cccc(C(F)(F)F)c1)[*:5],1.8855750825670032
39,CC1CCN(Cc2nn(-c3ccccc3)c3c2C(c2ccc(F)nc2)C(NC(=O)c2cccc(C(F)(F)F)c2)C(=O)N3C)CC1,7.3176727294921875,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,C[*:1],0.1757170738318027,c1ccc([*:2])cc1,0.019977828343709394,CC1CCN(C[*:3])CC1,0.6098970884158287,Fc1ccc([*:4])cn1,0.36720070203145344,O=C(c1cccc(C(F)(F)F)c1)[*:5],1.8855750825670032
40,O=C(NC1C(=O)N(C2CC2)c2c(c(CN3CCCCC3)nn2-c2ccccc2)C1c1ccc(F)cc1Br)c1cccc(C(F)(F)F)c1,7.4132080078125,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,C1CC1[*:1],0.23394702455532615,c1ccc([*:2])cc1,0.019977828343709394,C1CCN(C[*:3])CC1,0.5284783751876266,Fc1ccc([*:4])c(Br)c1,0.8025055789947508,O=C(c1cccc(C(F)(F)F)c1)[*:5],1.8855750825670032
41,C=CS(=O)(=O)NCc1nn(-c2ccccc2)c2c1C(c1ccc(F)cc1)C(NC(=O)c1cccc(C(F)(F)F)c1)C(=O)N2CCO,7.0933685302734375,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,OCC[*:1],0.6396529381091778,c1ccc([*:2])cc1,0.019977828343709394,C=CS(=O)(=O)NC[*:3],0.5295878422113109,Fc1ccc([*:4])cc1,0.3996398401260376,O=C(c1cccc(C(F)(F)F)c1)[*:5],1.8855750825670032
42,COCN1C(=O)C(NC(=O)c2cccc(C(F)(F)F)c2)C(c2ccc(F)cc2Br)c2c(CNC(=O)OC)nn(-c3ccccc3)c21,7.204345703125,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,COC[*:1],0.14268383889828082,c1ccc([*:2])cc1,0.019977828343709394,COC(=O)NC[*:3],0.48751364813910564,Fc1ccc([*:4])c(Br)c1,0.8025055789947508,O=C(c1cccc(C(F)(F)F)c1)[*:5],1.8855750825670032
43,CC(=O)OCc1nn(-c2ccccc2)c2c1C(c1ccc(F)c([N+](=O)[O-])c1)C(NC(=O)c1cccc(Br)c1)C(=O)N2C,7.6456756591796875,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,C[*:1],0.1757170738318027,c1ccc([*:2])cc1,0.019977828343709394,CC(=O)OC[*:3],0.5211430113992572,O=[N+]([O-])c1cc([*:4])ccc1F,0.5691048526763915,O=C(c1cccc(Br)c1)[*:5],1.8003257226252902
44,CCN1C(=O)C(NC(=O)c2cccc(C3CC3)c2)C(c2ccc(F)cc2F)c2c(CN3CCC(C)CC3)nn(-c3ccccc3)c21,7.367218017578125,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,CC[*:1],0.15043917362045195,c1ccc([*:2])cc1,0.019977828343709394,CC1CCN(C[*:3])CC1,0.6098970884158287,Fc1ccc([*:4])c(F)c1,0.7599406083424884,O=C(c1cccc(C2CC2)c1)[*:5],1.6880081176757815
45,Cc1cccc(C(=O)NC2C(=O)N(C)c3c(c(CNCC(F)(F)F)nn3-c3ccccc3)C2c2ccc(F)cc2F)c1,7.5821533203125,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,C[*:1],0.1757170738318027,c1ccc([*:2])cc1,0.019977828343709394,FC(F)(F)CNC[*:3],0.5656923458899981,Fc1ccc([*:4])c(F)c1,0.7599406083424884,Cc1cccc(C(=O)[*:5])c1,1.6879811631308665
46,C=CS(=O)(=O)NCc1nn(-c2ccccc2)c2c1C(c1ccc(F)cc1Br)C(NC(=O)c1cccc(C)c1)C(=O)N2CCO,7.6944427490234375,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,OCC[*:1],0.6396529381091778,c1ccc([*:2])cc1,0.019977828343709394,C=CS(=O)(=O)NC[*:3],0.5295878422113109,Fc1ccc([*:4])c(Br)c1,0.8025055789947508,Cc1cccc(C(=O)[*:5])c1,1.6879811631308665
47,CC(C)c1cccc(C(=O)NC2C(=O)N(C3CC3)c3c(c(CN4CCCCC4)nn3-c3ccccc3)C2c2ccc(F)cc2Br)c1,7.463409423828125,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,C1CC1[*:1],0.23394702455532615,c1ccc([*:2])cc1,0.019977828343709394,C1CCN(C[*:3])CC1,0.5284783751876266,Fc1ccc([*:4])c(Br)c1,0.8025055789947508,CC(C)c1cccc(C(=O)[*:5])c1,1.5884675647901454
48,CCCn1nc(CNC(C)=O)c2c1N(C1CC1)C(=O)C(NC(=O)c1cccc(C(F)(F)F)c1)C2c1ccc(F)cc1Br,7.54254150390625,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,C1CC1[*:1],0.23394702455532615,CCC[*:2],0.0,CC(=O)NC[*:3],0.6043846318751201,Fc1ccc([*:4])c(Br)c1,0.8025055789947508,O=C(c1cccc(C(F)(F)F)c1)[*:5],1.8855750825670032
49,COCN1C(=O)C(NC(=O)c2cccc(C(F)(F)F)c2)C(c2ccc(F)cc2)c2c(CN3CCCC3)nn(-c3ccccc3)c21,6.59722900390625,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,COC[*:1],0.14268383889828082,c1ccc([*:2])cc1,0.019977828343709394,C1CCN(C[*:3])C1,0.535487045476466,Fc1ccc([*:4])cc1,0.3996398401260376,O=C(c1cccc(C(F)(F)F)c1)[*:5],1.8855750825670032
50,CCCn1nc(CNC(C)=O)c2c1N(CCO)C(=O)C(NC(=O)c1cccc(C(F)(F)F)c1)C2Cc1ccccc1,7.8114776611328125,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,OCC[*:1],0.6396529381091778,CCC[*:2],0.0,CC(=O)NC[*:3],0.6043846318751201,c1ccc(C[*:4])cc1,0.41366142908732095,O=C(c1cccc(C(F)(F)F)c1)[*:5],1.8855750825670032
51,CC(C)c1cccc(C(=O)NC2C(=O)N(C3CC3)c3c(c(CNCCN)nn3-c3ccccc3)C2c2ccc(F)cc2)c1,6.8163909912109375,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,C1CC1[*:1],0.23394702455532615,c1ccc([*:2])cc1,0.019977828343709394,NCCNC[*:3],0.3572975535451629,Fc1ccc([*:4])cc1,0.3996398401260376,CC(C)c1cccc(C(=O)[*:5])c1,1.5884675647901454
52,COC(=O)NCc1nn(-c2ccccc2)c2c1C(c1ccc(F)cc1)C(NC(=O)c1cccc(C(F)(F)F)c1)C(=O)N2C,7.2237548828125,O=C1C(N[*:5])C([*:4])c2c([*:3])nn([*:2])c2N1[*:1],0.0,C[*:1],0.1757170738318027,c1ccc([*:2])cc1,0.019977828343709394,COC(=O)NC[*:3],0.48751364813910564,Fc1ccc([*:4])cc1,0.3996398401260376,O=C(c1cccc(C(F)(F)F)c1)[*:5],1.8855750825670032
